publisher_docid;XP;batchid;time_stamp
week17b_5753870_5762435_5762471;XP031863113;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762471;XP031863113;XP031863113.pdf;20110624_165520
week17b_5753870_5762435_5762473;XP031863114;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762473;XP031863114;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762473;XP031863114;XP031863114.pdf;20110624_165520
week17b_5753870_5762435_5762474;XP031863115;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762474;XP031863115;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762474;XP031863115;XP031863115.pdf;20110624_165520
week17b_5753870_5762435_5762475;XP031863116;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762475;XP031863116;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762475;XP031863116;XP031863116.pdf;20110624_165520
week17b_5753870_5762435_5762476;XP031863117;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762476;XP031863117;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762476;XP031863117;XP031863117.pdf;20110624_165520
week17b_5753870_5762435_5762477;XP031863118;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762477;XP031863118;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762477;XP031863118;XP031863118.pdf;20110624_165520
week17b_5753870_5762435_5762478;XP031863119;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762478;XP031863119;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762478;XP031863119;XP031863119.pdf;20110624_165520
week17b_5753870_5762435_5762480;XP031863120;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762480;XP031863120;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762480;XP031863120;XP031863120.pdf;20110624_165520
week17b_5753870_5762435_5762481;XP031863121;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762481;XP031863121;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762481;XP031863121;XP031863121.pdf;20110624_165520
week17b_5753870_5762435_5762482;XP031863122;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762482;XP031863122;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762482;XP031863122;XP031863122.pdf;20110624_165520
week17b_5753870_5762435_5762483;XP031863123;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762483;XP031863123;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762483;XP031863123;XP031863123.pdf;20110624_165520
week17b_5753870_5762435_5762484;XP031863124;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762484;XP031863124;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762484;XP031863124;XP031863124.pdf;20110624_165520
week17b_5753870_5762435_5762485;XP031863125;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762485;XP031863125;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762485;XP031863125;XP031863125.pdf;20110624_165520
week17b_5753870_5762435_5762486;XP031863126;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762486;XP031863126;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762486;XP031863126;XP031863126.pdf;20110624_165520
week17b_5753870_5762435_5762487;XP031863127;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762487;XP031863127;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762487;XP031863127;XP031863127.pdf;20110624_165520
week17b_5753870_5762435_5762490;XP031863128;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762490;XP031863128;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762490;XP031863128;XP031863128.pdf;20110624_165520
week17b_5753870_5762435_5762491;XP031863129;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762491;XP031863129;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762491;XP031863129;XP031863129.pdf;20110624_165520
week17b_5753870_5762435_5762492;XP031863130;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762492;XP031863130;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762492;XP031863130;XP031863130.pdf;20110624_165520
week17b_5753870_5762435_5762493;XP031863131;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762493;XP031863131;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762493;XP031863131;XP031863131.pdf;20110624_165520
week17b_5753870_5762435_5762494;XP031863132;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762494;XP031863132;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762494;XP031863132;XP031863132.pdf;20110624_165520
week17b_5753870_5762435_5762495;XP031863133;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762495;XP031863133;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762495;XP031863133;XP031863133.pdf;20110624_165520
week17b_5753870_5762435_5762496;XP031863134;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762496;XP031863134;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762496;XP031863134;XP031863134.pdf;20110624_165520
week17b_5753870_5762435_5762497;XP031863135;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762497;XP031863135;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762497;XP031863135;XP031863135.pdf;20110624_165520
week17b_5753870_5762435_5762498;XP031863136;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762498;XP031863136;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762498;XP031863136;XP031863136.pdf;20110624_165520
week17b_5753870_5762435_5762499;XP031863137;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762499;XP031863137;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762499;XP031863137;XP031863137.pdf;20110624_165520
week17b_5753870_5762435_5762500;XP031863138;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762500;XP031863138;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762500;XP031863138;XP031863138.pdf;20110624_165520
week17b_5753870_5762435_5762501;XP031863139;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762501;XP031863139;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762501;XP031863139;XP031863139.pdf;20110624_165520
week17b_5753870_5762435_5762502;XP031863140;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762502;XP031863140;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762502;XP031863140;XP031863140.pdf;20110624_165520
week17b_5753870_5762435_5762503;XP031863141;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762503;XP031863141;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762503;XP031863141;XP031863141.pdf;20110624_165520
week17b_5753870_5762435_5762504;XP031863142;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762504;XP031863142;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762504;XP031863142;XP031863142.pdf;20110624_165520
week17b_5753870_5762435_5762505;XP031863143;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762505;XP031863143;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762505;XP031863143;XP031863143.pdf;20110624_165520
week17b_5753870_5762435_5762506;XP031863144;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762506;XP031863144;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762506;XP031863144;XP031863144.pdf;20110624_165520
week17b_5753870_5762435_5762507;XP031863145;IEEECONFERENCE_week17b.xml;20110624_165520
week17b_5753870_5762435_5762507;XP031863145;P1X.DF.PX.IEEECONF.D110624.G02.xml;20110624_165520
week17b_5753870_5762435_5762507;XP031863145;XP031863145.pdf;20110624_165520
