publisher_docid;XP;batchid;time_stamp
week4b_5692855_5704590_5704621;XP031889537;XP031889537.pdf;20110729_061254
week4b_5692855_5704590_5704622;XP031889538;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704622;XP031889538;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704622;XP031889538;XP031889538.pdf;20110729_061254
week4b_5692855_5704590_5704623;XP031889539;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704623;XP031889539;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704623;XP031889539;XP031889539.pdf;20110729_061254
week4b_5692855_5704590_5704624;XP031889540;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704624;XP031889540;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704624;XP031889540;XP031889540.pdf;20110729_061254
week4b_5692855_5704590_5704625;XP031889541;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704625;XP031889541;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704625;XP031889541;XP031889541.pdf;20110729_061254
week4b_5692855_5704590_5704626;XP031889542;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704626;XP031889542;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704626;XP031889542;XP031889542.pdf;20110729_061254
week4b_5692855_5704590_5704627;XP031889543;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704627;XP031889543;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704627;XP031889543;XP031889543.pdf;20110729_061254
week4b_5692855_5704590_5704628;XP031889544;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704628;XP031889544;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704628;XP031889544;XP031889544.pdf;20110729_061254
week4b_5692855_5704590_5704629;XP031889545;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704629;XP031889545;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704629;XP031889545;XP031889545.pdf;20110729_061254
week4b_5692855_5704590_5704630;XP031889546;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704630;XP031889546;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704630;XP031889546;XP031889546.pdf;20110729_061254
week4b_5692855_5704590_5704631;XP031889547;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704631;XP031889547;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704631;XP031889547;XP031889547.pdf;20110729_061254
week4b_5692855_5704590_5704632;XP031889548;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704632;XP031889548;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704632;XP031889548;XP031889548.pdf;20110729_061254
week4b_5692855_5704590_5704633;XP031889549;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704633;XP031889549;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704633;XP031889549;XP031889549.pdf;20110729_061254
week4b_5692855_5704590_5704634;XP031889550;IEEECONFERENCE_week4b.xml;20110729_061254
week4b_5692855_5704590_5704634;XP031889550;P1X.DF.PX.IEEECONF.D110729.G01.xml;20110729_061254
week4b_5692855_5704590_5704634;XP031889550;XP031889550.pdf;20110729_061254
week4b_5692855_5704590_5704635;XP031889551;IEEECONFERENCE_week4b.xml;20110729_061254
