publisher_docid;XP;batchid;time_stamp
week4a_5608545_5625939_5627254;XP031883804;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627254;XP031883804;XP031883804.pdf;20110728_064654
week4a_5608545_5625939_5627255;XP031883805;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627255;XP031883805;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627255;XP031883805;XP031883805.pdf;20110728_064654
week4a_5608545_5625939_5627256;XP031883806;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627256;XP031883806;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627256;XP031883806;XP031883806.pdf;20110728_064654
week4a_5608545_5625939_5627257;XP031883807;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627257;XP031883807;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627257;XP031883807;XP031883807.pdf;20110728_064654
week4a_5608545_5625939_5627258;XP031883808;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627258;XP031883808;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627258;XP031883808;XP031883808.pdf;20110728_064654
week4a_5608545_5625939_5627259;XP031883809;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627259;XP031883809;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627259;XP031883809;XP031883809.pdf;20110728_064654
week4a_5608545_5625939_5627260;XP031883810;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627260;XP031883810;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627260;XP031883810;XP031883810.pdf;20110728_064654
week4a_5608545_5625939_5627261;XP031883811;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627261;XP031883811;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627261;XP031883811;XP031883811.pdf;20110728_064654
week4a_5608545_5625939_5627262;XP031883812;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627262;XP031883812;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627262;XP031883812;XP031883812.pdf;20110728_064654
week4a_5608545_5625939_5627263;XP031883813;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627263;XP031883813;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627263;XP031883813;XP031883813.pdf;20110728_064654
week4a_5608545_5625939_5627264;XP031883814;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627264;XP031883814;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627264;XP031883814;XP031883814.pdf;20110728_064654
week4a_5608545_5625939_5627265;XP031883815;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627265;XP031883815;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627265;XP031883815;XP031883815.pdf;20110728_064654
week4a_5608545_5625939_5627266;XP031883816;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627266;XP031883816;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627266;XP031883816;XP031883816.pdf;20110728_064654
week4a_5608545_5625939_5627267;XP031883817;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627267;XP031883817;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627267;XP031883817;XP031883817.pdf;20110728_064654
week4a_5608545_5625939_5627268;XP031883818;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627268;XP031883818;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627268;XP031883818;XP031883818.pdf;20110728_064654
week4a_5608545_5625939_5627269;XP031883819;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627269;XP031883819;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627269;XP031883819;XP031883819.pdf;20110728_064654
week4a_5608545_5625939_5627270;XP031883820;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627270;XP031883820;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627270;XP031883820;XP031883820.pdf;20110728_064654
week4a_5608545_5625939_5627271;XP031883821;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627271;XP031883821;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627271;XP031883821;XP031883821.pdf;20110728_064654
week4a_5608545_5625939_5627272;XP031883822;IEEECONFERENCE_week4a.xml;20110728_064654
week4a_5608545_5625939_5627272;XP031883822;P1X.DF.PX.IEEECONF.D110728.G03.xml;20110728_064654
week4a_5608545_5625939_5627272;XP031883822;XP031883822.pdf;20110728_064654
week4a_5608545_5625939_5627273;XP031883823;IEEECONFERENCE_week4a.xml;20110728_064654
